past_profitability_21d,past_profitability_63d,past_profitability_126d,volatility_21d,volatility_63d,volatility_126d,avg_price_21d,avg_price_63d,avg_price_126d,sharpe_21d,sharpe_63d,sharpe_126d,m_21d,m_63d,m_126d,roc_21d,roc_63d,roc_126d,MACD,rsi_14,dco_22,min_21d,min_63d,min_126d,max_21d,max_63d,max_126d,exp_mean_21d,exp_mean_63d,exp_mean_126d,target,factual_id
0.0,0.1,-0.0,0.2,0.2,0.3,131.893,123.579,125.02,0.2,0.4,-0.1,3.6,9.9,-3.1,0.0,0.1,-0.0,2.0,46.7,0.3893090785,126.874,111.96,111.96,135.05,135.05,137.58,131.19,126.95,126.74,0.000718518977871253,40613
0.0,0.0,0.0,0.1,0.1,0.1,68.958,67.814,67.07,0.1,0.5,0.5,0.6,3.3,3.0,0.0,0.0,0.0,0.3,49.0,-0.1344570369,68.323,65.58,64.926,70.534,70.534,70.53,68.93,68.03,67.18,0.09768963430665062,52958
0.0,0.0,0.0,0.1,0.1,0.1,68.93,67.763,67.05,0.1,0.5,0.5,0.6,3.2,3.1,0.0,0.0,0.0,0.4,49.3,-0.2052011192,68.317,65.55,64.926,70.534,70.534,70.53,68.92,68.0,67.15,0.0975510473022744,52958
-0.0,-0.0,-0.0,0.0,0.0,0.0,116.484,116.626,116.87,-0.1,-0.1,-0.9,-0.1,-0.2,-1.5,-0.0,-0.0,-0.0,-0.1,48.3,0.0253899992,116.311,116.31,116.307,116.699,117.035,117.95,116.46,116.63,116.94,-7.399013398580733e-05,28872
-0.0,-0.0,-0.0,0.0,0.0,0.0,116.476,116.624,116.86,-0.2,-0.1,-0.9,-0.2,-0.2,-1.5,-0.0,-0.0,-0.0,-0.1,48.3,0.0031590909,116.311,116.31,116.307,116.69,117.035,117.93,116.46,116.63,116.93,0.0002706028572832089,28872
0.1,-0.0,-0.1,0.2,0.2,0.2,20.751,21.119,22.14,0.6,-0.0,-0.4,2.1,-0.2,-1.7,0.1,-0.0,-0.1,0.3,65.5,0.0926090926,19.425,18.93,18.93,21.686,22.65,23.76,20.99,21.18,21.67,0.14940165346761902,32685
0.1,-0.0,-0.1,0.2,0.2,0.2,20.653,21.122,22.15,0.6,-0.0,-0.4,2.1,-0.1,-1.7,0.1,-0.0,-0.1,0.2,65.8,0.0423000008,19.326,18.93,18.93,21.664,22.65,23.76,20.94,21.17,21.67,0.1431213012072762,32685
0.0,0.0,0.0,0.1,0.1,0.1,89.0,88.358,88.41,0.0,0.0,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.2,48.6,-0.6018831134,88.219,86.89,86.867,89.937,89.937,90.87,88.88,88.54,88.14,0.06302623568449825,51364
0.0,-0.0,0.0,0.1,0.1,0.1,88.972,88.362,88.4,0.1,-0.1,0.1,0.8,-0.4,0.7,0.0,-0.0,0.0,0.2,49.7,-0.0789464638,88.116,86.89,86.867,89.937,89.937,90.87,88.88,88.52,88.11,0.06173907997122432,51364
0.0,0.0,-0.0,0.0,0.0,0.1,97.313,97.479,98.61,0.8,0.5,-0.6,2.1,2.3,-3.5,0.0,0.0,-0.0,0.3,85.5,-0.032516364,96.267,95.84,95.567,98.419,98.737,101.9,97.57,97.67,98.6,0.06298757505559774,41827
0.0,0.0,-0.0,0.0,0.0,0.1,97.213,97.443,98.63,0.7,0.5,-0.7,1.9,2.4,-3.7,0.0,0.0,-0.0,0.3,82.9,-0.1080600023,96.249,95.77,95.567,98.218,98.671,101.93,97.48,97.64,98.6,0.06422273626143547,41827
0.0,-0.0,0.1,0.4,0.3,0.2,40.21,40.465,38.95,0.1,-0.0,0.3,0.8,-0.3,2.8,0.0,-0.0,0.1,-0.1,48.3,1.2240684032,38.526,38.07,35.81,42.365,42.539,42.54,40.14,39.96,39.22,0.21364858077770457,48505
0.0,0.0,0.1,0.4,0.3,0.2,40.132,40.487,38.87,0.0,0.0,0.4,0.5,0.2,3.1,0.0,0.0,0.1,0.1,47.8,-0.0663317516,38.411,38.07,35.81,42.365,42.539,42.54,40.34,39.99,39.18,0.17808242718404993,48505
0.3,0.5,0.3,0.7,0.5,0.5,1.068,0.845,0.82,0.5,0.8,0.7,0.3,0.4,0.3,0.3,0.5,0.3,0.1,58.0,0.0858727247,0.837,0.66,0.656,1.165,1.165,1.16,1.05,0.91,0.88,0.3199131829258936,20304
0.4,0.5,0.3,0.7,0.5,0.5,1.04,0.834,0.82,0.6,0.8,0.7,0.3,0.3,0.3,0.4,0.5,0.3,0.1,58.1,0.0610636361,0.797,0.66,0.656,1.165,1.165,1.16,1.04,0.9,0.87,0.32700752419860096,20304
-0.1,0.0,0.9,0.6,0.6,0.9,40.945,41.121,39.19,-0.1,-0.0,1.0,-3.1,-0.2,18.5,-0.1,0.0,0.9,-0.7,43.4,0.4281818271,38.2,36.2,20.42,42.8,44.5,46.2,40.61,40.54,38.27,0.8175006119543358,8428
-0.1,0.0,0.9,0.6,0.6,0.9,41.09,41.123,39.04,-0.1,0.0,1.1,-2.8,0.3,18.9,-0.1,0.0,0.9,-0.6,42.6,0.3781818151,38.3,35.96,20.29,42.8,44.5,46.2,40.78,40.59,38.26,0.8139454099498303,8428
0.0,-0.0,-0.0,0.0,0.0,0.0,18.624,18.626,18.76,0.2,-0.0,-0.4,0.1,-0.0,-0.2,0.0,-0.0,-0.0,0.0,60.8,-0.0042363638,18.57,18.53,18.53,18.72,18.78,19.0,18.64,18.66,18.73,0.04069531419014268,11262
0.0,-0.0,-0.0,0.0,0.0,0.0,18.637,18.625,18.75,0.2,-0.1,-0.4,0.1,-0.0,-0.2,0.0,-0.0,-0.0,0.0,60.8,-0.0009272727,18.57,18.53,18.53,18.722,18.77,19.0,18.65,18.66,18.73,0.04282034541871173,11262
0.0,0.1,0.0,0.2,0.3,0.3,161.755,149.846,151.18,0.1,0.4,0.1,1.5,17.4,4.4,0.0,0.1,0.0,1.8,50.1,1.0720000267,158.176,130.88,130.88,164.96,164.96,165.72,160.29,154.86,154.7,0.17446508092182575,40921
0.0,0.1,0.0,0.2,0.3,0.3,161.575,148.748,151.06,0.1,0.4,0.1,2.4,15.6,3.6,0.0,0.1,0.0,2.7,49.5,0.6614545584,157.444,130.88,130.88,164.96,164.96,165.72,160.1,154.07,154.31,0.2272237005782589,40921
0.0,-0.0,0.1,1.1,0.8,0.7,0.206,0.214,0.22,0.0,-0.1,0.1,0.0,-0.0,0.0,0.0,-0.0,0.1,-0.0,56.9,-0.0006090909,0.185,0.18,0.184,0.233,0.236,0.24,0.21,0.21,0.22,0.18821062436504757,25349
0.1,-0.1,-0.1,0.7,0.7,0.8,0.226,0.234,0.24,0.1,-0.1,-0.1,0.0,-0.0,-0.0,0.1,-0.1,-0.1,-0.0,56.6,0.0043090908,0.204,0.2,0.202,0.237,0.264,0.29,0.23,0.23,0.24,-0.08699271089262074,25349
-0.0,0.1,-0.1,0.1,0.2,0.2,34.489,33.715,34.08,-0.1,0.5,-0.6,-0.6,2.3,-4.0,-0.0,0.1,-0.1,0.1,38.9,-0.3280499876,33.682,31.29,31.097,35.154,35.154,38.03,34.38,34.13,34.54,0.06471899040628681,31947
-0.0,0.1,-0.1,0.1,0.1,0.2,34.46,33.754,34.05,-0.1,0.5,-0.6,-0.6,2.4,-3.9,-0.0,0.1,-0.1,0.0,40.2,-0.4495308995,33.682,31.36,31.097,35.154,35.154,37.89,34.35,34.13,34.53,0.07736499371346546,31947
-0.1,-0.2,-0.3,0.5,0.3,0.3,1.078,1.226,1.32,-0.2,-0.5,-0.8,-0.1,-0.2,-0.4,-0.1,-0.2,-0.3,-0.0,60.7,-0.0592727289,1.0,1.0,1.0,1.226,1.33,1.53,1.1,1.2,1.27,0.6698434224061594,21449
-0.1,-0.2,-0.3,0.5,0.3,0.3,1.085,1.229,1.32,-0.2,-0.5,-0.8,-0.2,-0.2,-0.4,-0.1,-0.2,-0.3,-0.0,60.7,-0.0603636354,1.0,1.0,1.0,1.246,1.33,1.53,1.1,1.2,1.27,0.6578858370100795,21449
-0.0,-0.2,-0.2,0.6,0.4,0.3,1.399,1.454,1.6,-0.0,-0.5,-0.8,-0.0,-0.3,-0.4,-0.0,-0.2,-0.2,-0.0,36.8,0.0177090913,1.35,1.35,1.35,1.51,1.7,1.8,1.39,1.46,1.56,0.16384113314982834,21848
-0.0,-0.2,-0.2,0.6,0.4,0.3,1.401,1.459,1.6,-0.0,-0.5,-0.8,-0.0,-0.3,-0.4,-0.0,-0.2,-0.2,-0.0,36.7,0.0103818178,1.35,1.35,1.35,1.51,1.7,1.8,1.4,1.46,1.57,0.15510556903967151,21848
0.0,0.0,0.0,0.0,0.0,0.0,1.77,1.77,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,-0.0,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,0.0,27308
0.0,0.0,0.0,0.0,0.0,0.0,1.77,1.77,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,-0.0,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,0.0,27308
-0.0,-0.0,-0.0,0.1,0.1,0.1,21.779,22.478,22.89,-0.1,-0.2,-0.2,-0.4,-0.7,-0.6,-0.0,-0.0,-0.0,-0.1,51.7,-0.248454541,21.29,21.29,21.29,22.275,23.52,24.27,21.93,22.34,22.64,0.021278905038936053,2210
-0.0,-0.1,-0.0,0.2,0.2,0.1,22.167,22.942,23.01,-0.0,-0.3,-0.2,-0.1,-1.3,-0.5,-0.0,-0.1,-0.0,-0.1,51.0,-0.5109999776,21.38,21.38,21.38,22.79,23.712,23.76,22.32,22.7,22.77,0.07045474699093883,2210
0.2,0.1,-0.2,0.5,0.6,0.5,34.115,31.613,34.43,0.4,0.2,-0.3,6.9,4.3,-6.6,0.2,0.1,-0.2,1.6,66.7,-0.2403650433,29.845,25.52,25.517,37.488,37.488,45.13,34.38,33.1,34.68,0.04054359807979593,50905
0.2,0.1,-0.1,0.5,0.6,0.5,33.785,31.545,34.49,0.4,0.2,-0.3,6.9,3.8,-6.2,0.2,0.1,-0.1,1.5,67.6,-0.1417311877,29.702,25.52,25.517,37.345,37.345,45.13,34.12,32.97,34.64,0.033760671151052524,50905
0.1,0.1,0.2,0.2,0.2,0.2,7.467,7.203,6.85,0.4,0.7,1.3,0.5,0.7,1.4,0.1,0.1,0.2,0.1,77.3,-0.1268909127,7.254,6.82,6.0,7.736,7.736,7.74,7.49,7.23,6.99,0.19752301435921693,2984
0.1,0.1,0.2,0.2,0.2,0.2,7.488,7.214,6.86,0.4,0.7,1.3,0.5,0.7,1.4,0.1,0.1,0.2,0.1,76.1,-0.1428909153,7.266,6.82,6.0,7.757,7.757,7.76,7.52,7.24,7.0,0.18934161770760266,2984
-0.0,-0.0,-0.0,0.1,0.1,0.1,2852.945,2855.247,2858.86,-0.0,-0.3,-0.1,-2.8,-58.5,-27.6,-0.0,-0.0,-0.0,-3.6,39.3,7.0575785637,2807.32,2807.32,2807.32,2893.951,2895.849,2946.87,2850.12,2853.52,2844.71,0.06474332725806511,43824
-0.0,-0.0,-0.0,0.1,0.1,0.1,2853.077,2856.176,2859.08,-0.0,-0.3,-0.1,-7.5,-64.5,-29.0,-0.0,-0.0,-0.0,-1.9,35.7,6.0885953903,2808.675,2808.67,2808.675,2893.951,2897.746,2946.87,2852.32,2854.34,2844.99,0.06763882039662594,43824
-0.0,0.0,-0.2,0.2,0.3,0.3,1.705,1.743,1.81,-0.2,0.1,-0.6,-0.1,0.0,-0.3,-0.0,0.0,-0.2,-0.0,44.1,0.0304770768,1.665,1.63,1.623,1.76,1.902,2.1,1.71,1.75,1.82,-0.13738824266627261,54464
-0.0,0.0,-0.2,0.2,0.3,0.3,1.709,1.742,1.82,-0.2,0.0,-0.6,-0.1,0.0,-0.3,-0.0,0.0,-0.2,-0.0,44.1,0.0207832642,1.668,1.62,1.623,1.763,1.902,2.1,1.71,1.75,1.83,-0.13466522905926961,54464
-0.0,0.0,-0.0,0.1,0.1,0.1,7.426,7.463,7.45,-0.1,0.1,-0.3,-0.1,0.1,-0.4,-0.0,0.0,-0.0,-0.0,50.1,0.0702195242,7.263,7.17,7.174,7.548,7.765,7.77,7.42,7.46,7.46,-0.027714758739376212,42797
-0.0,0.0,-0.0,0.2,0.2,0.1,7.41,7.476,7.44,-0.0,0.1,-0.3,-0.1,0.1,-0.3,-0.0,0.0,-0.0,-0.0,48.4,-0.0566103011,7.263,7.17,7.174,7.548,7.765,7.77,7.42,7.45,7.45,-0.039753664645613404,42797
-0.0,0.0,0.0,0.1,0.1,0.1,8.963,8.937,8.92,-0.0,0.1,0.2,-0.0,0.1,0.1,-0.0,0.0,0.0,0.0,42.8,-0.0033941953,8.895,8.82,8.722,9.039,9.089,9.15,8.96,8.94,8.9,0.07995613204823869,46449
-0.0,0.0,0.0,0.1,0.1,0.1,8.96,8.945,8.92,-0.1,0.1,0.1,-0.1,0.0,0.0,-0.0,0.0,0.0,-0.0,42.6,0.0088558607,8.866,8.82,8.722,9.047,9.089,9.15,8.95,8.94,8.91,0.09780842507328377,46449
-0.0,-0.0,-0.0,0.1,0.1,0.1,16.251,16.517,16.59,-0.2,-0.4,-0.5,-0.3,-0.5,-0.6,-0.0,-0.0,-0.0,-0.1,33.0,0.0262242015,15.937,15.94,15.937,16.426,16.885,17.09,16.26,16.44,16.5,0.07365569713198353,45274
-0.0,-0.0,-0.0,0.1,0.1,0.1,16.235,16.508,16.59,-0.2,-0.4,-0.5,-0.3,-0.5,-0.6,-0.0,-0.0,-0.0,-0.1,32.9,0.0301470608,15.858,15.86,15.858,16.426,16.885,17.09,16.23,16.43,16.49,0.07469716646370181,45274
-0.0,-0.0,0.0,0.1,0.1,0.1,63.658,63.358,63.22,-0.1,-0.3,0.2,-0.7,-1.7,1.0,-0.0,-0.0,0.0,-0.0,39.2,0.0343176685,63.154,61.66,61.658,64.256,64.743,65.43,63.59,63.49,63.45,0.01541919610984666,42466
-0.0,-0.0,0.0,0.1,0.1,0.1,63.692,63.385,63.22,-0.1,-0.3,0.2,-0.4,-1.7,0.9,-0.0,-0.0,0.0,0.0,41.0,-0.0814886019,63.219,61.66,61.658,64.323,64.964,65.43,63.62,63.49,63.45,-0.005751143750387599,42466
-0.0,0.1,-0.1,0.6,0.5,0.5,1.6,1.575,1.6,-0.1,0.2,-0.1,-0.1,0.1,-0.1,-0.0,0.1,-0.1,-0.0,49.4,-0.0027272727,1.44,1.39,1.38,1.69,1.7,1.77,1.58,1.59,1.59,0.09080621517665019,20814
-0.0,0.1,-0.1,0.6,0.5,0.5,1.575,1.599,1.59,-0.0,0.2,-0.1,-0.0,0.2,-0.1,-0.0,0.1,-0.1,0.0,49.3,0.0079090912,1.44,1.42,1.38,1.6,1.7,1.77,1.59,1.59,1.59,0.06931530863760024,20814
-0.0,-0.0,-0.0,0.0,0.0,0.0,109.228,109.241,109.45,-0.6,-0.3,-0.9,-0.4,-0.3,-1.5,-0.0,-0.0,-0.0,-0.1,31.5,0.0252045449,109.004,108.87,108.87,109.448,109.53,110.5,109.16,109.26,109.45,0.006052516724195994,36285
-0.0,-0.0,-0.0,0.0,0.0,0.0,109.208,109.235,109.44,-0.6,-0.4,-0.9,-0.4,-0.4,-1.5,-0.0,-0.0,-0.0,-0.1,31.6,0.0223863628,108.986,108.87,108.87,109.444,109.53,110.49,109.15,109.25,109.45,0.006394744706877916,36285
0.0,0.0,-0.0,0.0,0.0,0.0,0.236,0.236,0.24,0.0,0.0,-0.6,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,40.8,0.0,0.236,0.24,0.236,0.236,0.236,0.24,0.24,0.24,0.23,-0.11016949152542407,19529
0.0,0.0,-0.0,0.0,0.0,0.0,0.236,0.236,0.24,0.0,0.0,-0.6,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,40.8,0.0,0.236,0.24,0.236,0.236,0.236,0.24,0.24,0.24,0.23,-0.11016949152542407,19529
0.0,-0.0,-0.1,0.2,0.2,0.2,96.006,95.028,97.17,0.1,-0.2,-0.3,1.5,-3.2,-5.5,0.0,-0.0,-0.1,0.3,46.9,1.646818161,93.036,89.35,89.35,98.49,101.02,102.46,95.37,95.5,96.87,0.0863079148337329,29626
0.0,-0.0,-0.1,0.2,0.2,0.2,96.031,94.962,97.12,0.0,-0.3,-0.4,0.5,-4.2,-5.8,0.0,-0.0,-0.1,0.2,44.6,1.2295454741,93.152,89.35,89.35,98.49,101.02,102.46,95.33,95.48,96.84,0.09551513631041667,29626
0.0,-0.0,-0.0,0.0,0.0,0.0,116.902,117.514,118.03,0.0,-0.5,-0.7,0.0,-1.0,-1.4,0.0,-0.0,-0.0,-0.1,62.8,-0.2150718123,116.631,116.63,116.631,117.232,118.395,119.11,116.99,117.42,117.81,-0.0007215956016759855,28851
0.0,-0.0,-0.0,0.0,0.0,0.0,116.901,117.53,118.04,0.0,-0.5,-0.7,0.0,-1.0,-1.5,0.0,-0.0,-0.0,-0.1,63.6,-0.133495003,116.631,116.63,116.631,117.249,118.395,119.11,116.97,117.43,117.82,-0.004415925485807365,28851
0.1,-0.1,-0.2,0.2,0.3,0.2,25.81,25.838,27.87,0.2,-0.3,-0.7,1.3,-2.2,-4.8,0.1,-0.1,-0.2,0.2,59.5,0.3062727153,24.9,23.5,23.5,26.45,28.79,32.03,25.74,26.14,27.39,0.10686641860652801,879
0.0,-0.1,-0.2,0.2,0.3,0.2,25.863,25.805,27.83,0.2,-0.3,-0.7,1.1,-2.0,-5.0,0.0,-0.1,-0.2,0.2,59.3,0.2549999952,25.066,23.5,23.5,26.51,28.79,32.03,25.79,26.14,27.37,0.09803550772596717,879
-0.0,-0.2,-0.1,0.4,1.0,1.2,0.199,0.212,0.23,-0.1,-0.2,-0.1,-0.0,-0.1,-0.0,-0.0,-0.2,-0.1,-0.0,51.8,-0.0098999999,0.181,0.18,0.18,0.21,0.266,0.32,0.2,0.21,0.22,0.27351666666666685,17856
-0.0,-0.2,-0.1,0.4,1.0,1.2,0.199,0.212,0.23,-0.1,-0.2,-0.1,-0.0,-0.0,-0.0,-0.0,-0.2,-0.1,-0.0,51.8,-0.0074818181,0.181,0.18,0.18,0.209,0.266,0.32,0.2,0.21,0.22,0.2734571428571431,17856
0.0,0.0,0.0,0.0,0.1,0.1,8.166,7.998,8.02,0.2,0.4,0.2,0.1,0.3,0.1,0.0,0.0,0.0,0.0,63.1,-0.0114054522,8.111,7.69,7.692,8.217,8.217,8.22,8.15,8.07,8.04,0.04111883443092755,38310
0.0,0.0,0.0,0.0,0.1,0.1,8.162,7.994,8.02,0.2,0.4,0.2,0.1,0.3,0.1,0.0,0.0,0.0,0.0,63.1,0.0006464964,8.11,7.69,7.692,8.216,8.216,8.22,8.15,8.07,8.04,0.04164742537411607,38310
0.0,0.0,0.1,0.1,0.1,0.1,70.39,69.516,68.06,0.1,0.3,0.6,0.6,2.1,3.4,0.0,0.0,0.1,0.1,43.7,0.3821775317,69.559,68.14,64.926,71.04,71.04,71.04,70.24,69.48,68.47,0.13834477839435405,52345
0.0,0.0,0.1,0.1,0.1,0.1,70.338,69.449,68.0,0.1,0.4,0.6,0.6,2.2,3.4,0.0,0.0,0.1,0.2,41.0,0.3902534842,69.411,67.9,64.926,71.04,71.04,71.04,70.27,69.44,68.42,0.1379134061559367,52345
0.0,0.1,0.1,0.2,0.2,0.2,88.219,88.867,86.3,0.1,0.3,0.5,2.7,4.3,8.2,0.0,0.1,0.1,-0.0,56.4,0.8881818056,85.48,84.97,79.6,91.196,91.904,91.9,88.49,88.05,86.92,0.03897053791473655,1574
0.0,0.0,0.1,0.2,0.1,0.2,88.081,88.536,85.91,0.0,0.3,0.5,0.5,4.1,8.4,0.0,0.0,0.1,0.2,55.2,-1.2480000257,86.28,84.48,79.6,90.62,91.8,91.8,88.66,87.99,86.75,0.12995139730055053,1574
0.0,0.1,0.0,0.1,0.2,0.2,228.001,217.839,219.63,-0.0,0.6,0.0,0.1,23.9,1.9,0.0,0.1,0.0,1.5,52.0,-0.0549427867,225.216,191.77,191.773,230.016,230.016,232.0,226.91,222.28,219.84,0.0780691153283061,51706
0.0,0.1,0.0,0.1,0.2,0.2,227.996,217.46,219.61,0.0,0.5,0.0,0.8,20.5,1.9,0.0,0.1,0.0,1.6,52.5,0.2709541023,225.216,191.77,191.773,230.016,230.016,232.0,226.81,222.1,219.71,0.07454808471862635,51706
0.1,-0.1,0.0,0.1,0.3,0.2,117.578,117.288,119.51,0.4,-0.2,0.2,6.7,-7.0,4.3,0.1,-0.1,0.0,1.4,59.4,-0.9183952212,113.345,108.01,108.012,120.74,129.987,129.99,117.93,117.47,117.27,-0.01650412033850896,50520
0.1,-0.1,0.0,0.1,0.3,0.2,117.887,117.166,119.55,0.4,-0.2,0.2,6.5,-7.7,4.4,0.1,-0.1,0.0,1.3,59.6,-0.6792541742,114.205,108.01,108.012,120.74,129.987,129.99,118.11,117.54,117.31,-0.01847054354265041,50520
-0.0,-0.0,0.0,0.1,0.1,0.1,47.996,48.514,48.33,-0.3,-0.5,0.1,-1.3,-1.7,0.3,-0.0,-0.0,0.0,-0.4,32.5,0.2540909052,46.946,46.95,46.725,48.99,49.59,49.59,47.78,48.19,48.14,0.06505518515544094,33530
-0.0,-0.0,0.0,0.1,0.1,0.1,48.06,48.541,48.33,-0.2,-0.5,0.1,-1.1,-1.6,0.4,-0.0,-0.0,0.0,-0.3,32.5,0.4881272614,47.004,47.0,46.657,48.99,49.59,49.59,47.86,48.23,48.16,0.06115597048096753,33530
0.0,0.0,0.0,0.0,0.0,0.0,11.586,11.587,11.55,0.1,0.1,0.4,0.0,0.0,0.1,0.0,0.0,0.0,-0.0,42.6,0.0060972725,11.568,11.55,11.408,11.598,11.623,11.62,11.59,11.58,11.57,0.034176529887844344,7133
0.0,0.0,0.0,0.0,0.0,0.0,11.586,11.587,11.55,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,-0.0,43.1,0.0046954546,11.563,11.55,11.408,11.598,11.623,11.62,11.59,11.58,11.57,0.03433378774506036,7133
-0.1,-0.3,-0.0,0.7,0.5,0.5,1.14,1.263,1.35,-0.1,-0.6,-0.1,-0.1,-0.5,-0.0,-0.1,-0.3,-0.0,-0.0,45.1,0.0635545477,1.023,1.02,1.023,1.22,1.563,1.62,1.14,1.23,1.25,0.15982377821260604,19791
-0.0,-0.2,-0.2,0.4,0.4,0.3,1.181,1.232,1.28,-0.1,-0.5,-0.5,-0.0,-0.2,-0.2,-0.0,-0.2,-0.2,-0.0,45.0,0.0228181817,1.1,1.1,1.1,1.23,1.396,1.4,1.17,1.22,1.27,0.08001399492973173,19791
-0.1,0.1,-0.3,0.6,0.6,0.7,0.497,0.483,0.53,-0.1,0.2,-0.4,-0.0,0.0,-0.2,-0.1,0.1,-0.3,-0.0,44.1,-0.0127590913,0.464,0.41,0.378,0.534,0.569,0.7,0.49,0.5,0.55,-0.02474644438694395,18554
-0.1,0.1,-0.3,0.6,0.6,0.7,0.498,0.482,0.53,-0.1,0.1,-0.4,-0.0,0.0,-0.2,-0.1,0.1,-0.3,-0.0,43.6,-0.0031454545,0.464,0.41,0.378,0.534,0.569,0.7,0.49,0.5,0.55,-0.022315531550967226,18554
0.0,0.0,0.0,0.0,0.1,0.1,100.048,99.857,99.92,0.3,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,75.1,-0.0454545468,100.0,95.1,95.1,100.2,100.2,100.2,100.02,99.91,99.92,0.017964071856287706,5572
0.0,0.0,0.0,0.0,0.1,0.1,100.038,99.853,99.92,0.3,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,75.1,-0.0363636352,100.0,95.1,95.1,100.2,100.2,100.2,100.0,99.9,99.92,0.017831662274492847,5572
0.0,0.0,-0.0,0.2,0.2,0.2,184.939,186.406,184.14,0.2,0.2,-0.0,7.5,5.7,-0.4,0.0,0.0,-0.0,1.1,64.7,-3.2247271538,179.0,179.0,171.74,192.62,196.68,196.68,186.73,186.16,186.1,0.05898183871372994,1985
0.0,0.0,-0.0,0.2,0.2,0.2,185.246,186.484,184.14,0.2,0.2,-0.0,6.4,4.9,-0.0,0.0,0.0,-0.0,1.2,60.8,-3.1850910187,179.0,179.0,171.74,192.82,196.68,196.68,187.04,186.28,186.17,0.058710332145712515,1985
-0.0,-0.0,-0.0,0.0,0.0,0.0,116.868,117.375,117.95,-0.0,-0.8,-0.7,-0.0,-1.5,-1.5,-0.0,-0.0,-0.0,-0.1,35.4,-0.0215959083,116.639,116.63,116.631,117.16,118.371,119.11,116.94,117.32,117.71,-0.0029202579043962847,28923
-0.0,-0.0,-0.0,0.0,0.0,0.0,116.87,117.4,117.96,-0.1,-0.8,-0.8,-0.1,-1.5,-1.6,-0.0,-0.0,-0.0,-0.1,35.4,-0.0629968196,116.631,116.63,116.631,117.16,118.379,119.11,116.95,117.34,117.73,-0.0029387320475281952,28923
0.0,-0.0,-0.1,0.3,0.2,0.3,5.081,5.125,5.31,0.0,-0.0,-0.4,0.0,-0.0,-0.6,0.0,-0.0,-0.1,0.0,57.1,-0.0334090926,4.95,4.88,4.88,5.2,5.51,5.85,5.09,5.15,5.29,0.3211860560987205,19264
0.0,-0.0,-0.1,0.3,0.3,0.3,5.081,5.125,5.32,0.0,-0.0,-0.4,0.0,-0.0,-0.6,0.0,-0.0,-0.1,-0.0,57.0,-0.0446818173,4.95,4.88,4.88,5.2,5.51,5.85,5.09,5.15,5.3,0.30456864420440394,19264
0.0,0.1,0.1,0.0,0.2,0.3,0.67,0.649,0.63,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,91.3,-0.0,0.67,0.57,0.57,0.67,0.67,0.67,0.67,0.65,0.64,3.757186793306194,19499
0.0,0.1,0.1,0.0,0.2,0.3,0.67,0.65,0.63,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,91.3,-0.0,0.67,0.57,0.57,0.67,0.67,0.67,0.67,0.65,0.64,3.761664405246492,19499
-0.0,-0.1,-0.2,0.3,0.3,0.3,2.0,2.097,2.2,-0.2,-0.4,-0.8,-0.1,-0.3,-0.5,-0.0,-0.1,-0.2,-0.0,41.1,-0.0012727273,1.84,1.84,1.84,2.078,2.23,2.44,1.99,2.09,2.18,0.022845412406456444,13906
-0.1,-0.1,-0.2,0.2,0.2,0.3,2.034,2.132,2.23,-0.3,-0.5,-1.0,-0.1,-0.3,-0.6,-0.1,-0.1,-0.2,-0.0,41.3,0.0171818174,1.96,1.96,1.96,2.116,2.286,2.64,2.04,2.12,2.21,0.08249876620912847,13906
0.4,0.4,0.1,0.6,0.4,0.4,1.102,1.033,1.08,0.7,0.9,0.2,0.4,0.4,0.1,0.4,0.4,0.1,0.1,81.8,-0.0378181823,0.97,0.96,0.96,1.422,1.422,1.43,1.14,1.07,1.1,0.5332071885430317,12154
0.4,0.3,0.0,0.6,0.4,0.4,1.083,1.027,1.08,0.6,0.8,0.1,0.4,0.3,0.0,0.4,0.3,0.0,0.1,81.9,-0.0472272709,0.97,0.96,0.96,1.364,1.364,1.4,1.12,1.06,1.1,0.6405464493725349,12154
-0.0,-0.0,-0.0,0.0,0.0,0.0,208.244,208.308,208.41,-0.8,-3.5,-7.3,-0.1,-0.2,-0.4,-0.0,-0.0,-0.0,-0.0,17.5,0.0046909093,208.211,208.21,208.211,208.273,208.408,208.64,208.24,208.31,208.4,-0.0016151326488072586,30585
-0.0,-0.0,-0.0,0.0,0.0,0.0,208.24,208.305,208.41,-0.8,-3.5,-7.4,-0.1,-0.2,-0.4,-0.0,-0.0,-0.0,-0.0,16.0,0.0048127272,208.208,208.21,208.208,208.27,208.405,208.63,208.24,208.31,208.4,-0.0016083855009461825,30585
